Полное наименование,ОКПО,ИНН,ОГРН
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БОРН,22930136,4206016717,1064205123344
Общество с ограниченной ответственностью ПРОСТОР - С,22932744,4207051915,1064205115039
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,22937552,4206031313,1124205000590
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА ХОРС,22950506,4346010024,1114345021020
Общество с ограниченной ответственностью ПРЕДПРИЯТИЕ СО % 100 ИНОСТРАННЫМ КАПИТАЛОМ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РАМАТЕКС,23144380,7810972800,1127847540622
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНТРА - ЗК,23471819,5008013480,1125047014949
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ САЮГАН,23475295,5025004334,1115047001981
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТОРГОВО-ПРОМЫШЛЕННОЕ ПРЕДПРИЯТИЕ ДИАДА,23475763,5025001735,1115047009550
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНФАГРО,23476343,5025001573,1125047013222
Общество с ограниченной ответственностью РОДНИК-С,23480735,,
Общество с ограниченной ответственностью ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДОН,24229822,6126001606,1036126000426
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ООО ФОРТУНА ПЛЮС,24237445,6165057352,1126165005450
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЮТМС,24240915,6165051350,1136165001752
Непубличное акционерное общество ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО АКВИЛОН,24685184,7104009554,1137154009365
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИМ,25636503,5261009222,1075261007360
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЭСТА,25690626,5261013638,1115261005111
Общество с ограниченной ответственностью ОБЩЕСТВО С ОГАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РУССКОЕ ПОЛЕ,25817073,3908014589,1063905086850
Общественная организация /объединение/ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НРЭНДА,25818262,3905018786,1123926025740
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ Ю.Т.И.,25819244,3904022571,1123926070179
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВИЛИНА,25819362,3910003016,1123926076218
Общество взаимного страхования ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БАЛТ БСБ,25820891,3906042245,1133926039092
Общество с ограниченной ответственностью ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕСТВЕННОСТЬЮ БАЛТОСТ,25822890,3904023102,1063905083725
Общество с ограниченной ответственностью ЭВРИКА КНИЖНЫЙ МАГАЗИН ОБЩЕСТВО С ОГРАНИЧЕНОЙ ОТВЕТСТВЕННОСТЬЮ,26182926,4101002153,1124101006050
Общество с ограниченной ответственностью КИТАЙСКАЯ ТОРГОВО-ЭКОНОМИЧЕСКАЯ КОМПАНИЯ В ФОРМЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ - СУНГАРИ,26247749,7900001440,1137901001963
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БАСС РОССИЙСКО-АРМЯНСКОЕ,26637255,4207010884,1114205028838
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КУРС,26767087,1658007367,1111690083174
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АРГОЗ,26767911,1654002537,1121690036577
Общество с ограниченной ответственностью ТРУДОВОЕ ОБЩЕСТВО ПЕНСИОНЕРОВ ТОП,27240838,,
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ШТЕРН,27309174,0278013108,1110280003360
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КРОС,27618366,4206005592,1114205009313
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДИНГИ,27619058,4206009861,1114205014461
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГОР,27625277,4206031955,1114205031050
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЮМА,27633578,4206001566,1114205016474
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МК,27635293,4207003527,1094205001923
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГРАТИС,27649668,4207005683,1114205034613
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЭКВО,27823830,1656005251,1121690062120
Общество с ограниченной ответственностью КАМСКОЕ ИНВЕСТИЦИОННОЕ ОБЩЕСТВО,27826248,,
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АМАН,27827696,1657022570,1111690015997
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОМЕРЧЕСКОЕ ПРЕДПРИЯТИЕ ПИПЛ,27836301,1654002030,1121690000761
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КРОНА,27836778,1653013409,1111690055025
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЭЛЬФА,27844039,1657005328,1111690063770
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МНОГООТРАСЛЕВОЕ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ ОБЪЕДИНЕНИЕ (МПКО),27852228,1658007840,1131690014389
Общество с ограниченной ответственностью ХОЗЯЙСТВЕННОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ - ФИРМА КОНТУР,27893747,1645003608,1081689002240
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛЕНА,27896680,1654006115,1091690061462
Общество с ограниченной ответственностью ОЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА БАЛЛАРТ,28980313,4631001483,1114632008567
Общество с ограниченной ответственностью КРИО-С,29441340,5003004789,1035000903728
Общество с ограниченной ответственностью ПРЕДПРИЯТИЕ КВИНТА,31319617,5008013307,1145047000240
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ОПТИКА,31540687,5907002249,1115907003960
